make,model,price,city,state,year,mileage,transmission,color,previous_ownership,url
Land Rover,Discovery,3180000.0,Nairobi,Kilimani,2010.0,,Automatic,Brown,Local Used,https://jiji.co.ke/kilimani/cars/land-rover-discovery-2010-brown-l7GhUvN0kRbwGQGjgKDvvHVO.html?page=26&pos=18&cur_pos=18&ads_per_page=20&ads_count=30233&lid=4umFQ6oTEe1nCz9V&indexPosition=516
Toyota,Rush,3180000.0,Nairobi,Nairobi Central,2019.0,92000.0,Automatic,Burgundy,Local Used,https://jiji.co.ke/nairobi-central/cars/toyota-rush-2019-red-l3ARWe4dNfQqwpB6Sghin3rP.html?page=27&pos=1&cur_pos=1&ads_per_page=20&ads_count=30233&lid=4umFQ6oTEe1nCz9V&indexPosition=519
Toyota,Rush,3180000.0,Nairobi,Nairobi Central,2019.0,,Automatic,,Local Used,https://jiji.co.ke/nairobi-central/cars/toyota-rush-1-5-awd-2019-red-mEQ6YUDJr3qcXixICOJ6eoPs.html?page=27&pos=4&cur_pos=4&ads_per_page=20&ads_count=30233&lid=4umFQ6oTEe1nCz9V&indexPosition=522
BMW,X1,3175000.0,Nairobi,Kilimani,2017.0,,Automatic,White,Foreign Used,https://jiji.co.ke/kilimani/cars/bmw-x1-2017-white-mEOaMvR08XbPs91wsJW4uR03.html?page=27&pos=7&cur_pos=7&ads_per_page=20&ads_count=30233&lid=4umFQ6oTEe1nCz9V&indexPosition=525
Mitsubishi,Outlander,3170000.0,Kiambu,Kiambu / Kiambu,2019.0,95000.0,Automatic,Pearl,Foreign Used,https://jiji.co.ke/kiambu-kiambu/cars/mitsubishi-outlander-2019-pearl-anU8GRQv1MqYfkfKq8uaUIG3.html?page=27&pos=10&cur_pos=10&ads_per_page=20&ads_count=30233&lid=4umFQ6oTEe1nCz9V&indexPosition=528
Mazda,CX-5,3160000.0,Nairobi,Kilimani,2018.0,99000.0,Automatic,Black,Foreign Used,https://jiji.co.ke/kilimani/cars/mazda-cx-5-2018-black-A0NiTP8E9rIxv1OO8LyeEkY3.html?page=27&pos=13&cur_pos=13&ads_per_page=20&ads_count=30233&lid=4umFQ6oTEe1nCz9V&indexPosition=531
Peugeot,3008,3150000.0,Nairobi,Upperhill,2018.0,,Automatic,Pearl,Foreign Used,https://jiji.co.ke/upperhill/cars/peugeot-3008-2018-pearl-m812CZZ1bS0gzWETsttoCc6P.html?page=27&pos=16&cur_pos=16&ads_per_page=20&ads_count=30233&lid=4umFQ6oTEe1nCz9V&indexPosition=534
Mazda,CX-5,3150000.0,Mombasa,Mombasa CBD,2018.0,67831.0,Automatic,,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/mazda-cx-5-2-2-diesel-fwd-2018-white-CqwyvvC5fMp7gNdMZxrhSImB.html?page=27&pos=19&cur_pos=19&ads_per_page=20&ads_count=30233&lid=4umFQ6oTEe1nCz9V&indexPosition=537
Mazda,CX-5,3150000.0,Nairobi,Kilimani,2017.0,48000.0,Automatic,Gray,Foreign Used,https://jiji.co.ke/kilimani/cars/mazda-cx-5-2017-gray-keZcaLyOeZSG6sSbPWvq9y50.html?page=28&pos=2&cur_pos=2&ads_per_page=20&ads_count=30233&lid=4umFQ6oTEe1nCz9V&indexPosition=540
Subaru,Forester,3150000.0,Mombasa,Mombasa CBD,2016.0,,Automatic,,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/subaru-forester-2-0xt-touring-awd-2016-gray-oNeMDpHJCcfzkntxc4Yu92kq.html?page=28&pos=6&cur_pos=6&ads_per_page=20&ads_count=30233&lid=4umFQ6oTEe1nCz9V&indexPosition=544
Mazda,CX-5,3150000.0,Nakuru,Nakuru Town West,2017.0,,Automatic,,Foreign Used,https://jiji.co.ke/nakuru-town-west/cars/mazda-cx-5-touring-fwd-2017-red-7vhXOGPcn9H9JlPAsYtK8kBY.html?page=28&pos=9&cur_pos=9&ads_per_page=20&ads_count=30233&lid=4umFQ6oTEe1nCz9V&indexPosition=547
Mazda,CX-5,3150000.0,Nairobi,Ridgeways,2017.0,67000.0,Automatic,Pearl,Foreign Used,https://jiji.co.ke/ridgeways/cars/mazda-cx-5-2017-pearl-2H2K5AJDKACmc3HKcHy71Pym.html?page=28&pos=12&cur_pos=12&ads_per_page=20&ads_count=30233&lid=4umFQ6oTEe1nCz9V&indexPosition=550
Mercedes-Benz,C200,3150000.0,Nairobi,Nairobi Central,2015.0,101000.0,Automatic,Silver,Local Used,https://jiji.co.ke/nairobi-central/cars/mercedes-benz-c200-2015-silver-fcVW6DQ626syDBxuFGP1Z3UR.html?page=28&pos=15&cur_pos=15&ads_per_page=20&ads_count=30233&lid=4umFQ6oTEe1nCz9V&indexPosition=553
Volkswagen,Touareg,3150000.0,Nairobi,Nairobi Central,2012.0,57450.0,Automatic,Blue,Local Used,https://jiji.co.ke/nairobi-central/cars/volkswagen-touareg-2012-blue-l9ziGAWVQKrUZRroyXI323N6.html?page=28&pos=19&cur_pos=19&ads_per_page=20&ads_count=30233&lid=4umFQ6oTEe1nCz9V&indexPosition=557
Honda,CR-V,3150000.0,Nairobi,Kilimani,2016.0,54000.0,Automatic,White,Foreign Used,https://jiji.co.ke/kilimani/cars/honda-cr-v-2016-white-5C1J8hoJ328ptmskjSuvYhO6.html?page=29&pos=1&cur_pos=1&ads_per_page=20&ads_count=30230&lid=4umFQ6oTEe1nCz9V&indexPosition=559
Subaru,Outback,3150000.0,Nakuru,Nakuru Town East,2017.0,67000.0,Automatic,,Foreign Used,https://jiji.co.ke/nakuru-east/cars/subaru-outback-2-5i-premium-awd-2017-red-eUcU3sg1gCERrkr0rpGtDIaK.html?page=29&pos=4&cur_pos=4&ads_per_page=20&ads_count=30230&lid=4umFQ6oTEe1nCz9V&indexPosition=562
Mazda,CX-5,3150000.0,Nairobi,Kilimani,2017.0,,Automatic,White,Foreign Used,https://jiji.co.ke/kilimani/cars/mazda-cx-5-2017-white-i9vudwdKra0gZopiKRyazIWP.html?page=29&pos=7&cur_pos=7&ads_per_page=20&ads_count=30230&lid=4umFQ6oTEe1nCz9V&indexPosition=565
Mazda,CX-5,3150000.0,Nairobi,Runda,2017.0,63000.0,Automatic,,Foreign Used,https://jiji.co.ke/karura/cars/mazda-cx-5-2-2-diesel-awd-2017-gray-2u1m3q2tJh9Jl8rSXttgjqwt.html?page=29&pos=12&cur_pos=12&ads_per_page=20&ads_count=30230&lid=4umFQ6oTEe1nCz9V&indexPosition=570
Mazda,CX-5,3150000.0,Nairobi,Upperhill,2017.0,120000.0,Automatic,,Local Used,https://jiji.co.ke/upperhill/cars/mazda-cx-5-2-2-diesel-fwd-2017-brown-5j0NcCQXoYJS3FNhfOpy3dEA.html?page=29&pos=15&cur_pos=15&ads_per_page=20&ads_count=30230&lid=4umFQ6oTEe1nCz9V&indexPosition=573
Mercedes-Benz,C200,3150000.0,Nairobi,Runda,2017.0,45000.0,Automatic,White,Foreign Used,https://jiji.co.ke/karura/cars/mercedes-benz-c200-2017-white-4bgdjTpLEXPGyHaygKHdvWVY.html?page=29&pos=18&cur_pos=18&ads_per_page=20&ads_count=30230&lid=4umFQ6oTEe1nCz9V&indexPosition=576
Mazda,CX-5,3150000.0,Nairobi,Karen,2017.0,,Automatic,Red,Foreign Used,https://jiji.co.ke/karen/cars/mazda-cx-5-2017-red-mCC8cB5Vkc9mbmNDKPcVOm5D.html?page=29&pos=20&cur_pos=20&ads_per_page=20&ads_count=30230&lid=4umFQ6oTEe1nCz9V&indexPosition=578
BMW,524d,3150000.0,Mombasa,Mombasa CBD,2018.0,,Automatic,White,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/bmw-524d-2018-white-vdf7IKD98jS5Gb1dOl0M9iOn.html?page=30&pos=4&cur_pos=4&ads_per_page=20&ads_count=30230&lid=4umFQ6oTEe1nCz9V&indexPosition=582
Subaru,Outback,3150000.0,Mombasa,Mombasa CBD,2017.0,,Automatic,White,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/subaru-outback-2017-white-dL4PvVqudWbaiaDQknlsWpdX.html?page=30&pos=7&cur_pos=7&ads_per_page=20&ads_count=30230&lid=4umFQ6oTEe1nCz9V&indexPosition=585
Subaru,Outback,3150000.0,Mombasa,Mombasa CBD,2017.0,,Automatic,,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/subaru-outback-2-5i-awd-2017-black-b0U8uyf5XuqSBj0GJLFHuk88.html?page=30&pos=10&cur_pos=10&ads_per_page=20&ads_count=30230&lid=4umFQ6oTEe1nCz9V&indexPosition=588
Subaru,Outback,3150000.0,Mombasa,Mombasa CBD,2017.0,,Automatic,,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/subaru-outback-2-5i-awd-2017-red-f4AUnGLEAije9l4HFgLqTpJa.html?page=30&pos=13&cur_pos=13&ads_per_page=20&ads_count=30230&lid=4umFQ6oTEe1nCz9V&indexPosition=591
Mercedes-Benz,E250,3150000.0,Nairobi,Ridgeways,2015.0,,Automatic,White,Local Used,https://jiji.co.ke/ridgeways/cars/mercedes-benz-e250-2015-white-rirLEyYGPLqWFvfsgdJStf5c.html?page=30&pos=16&cur_pos=16&ads_per_page=20&ads_count=30230&lid=4umFQ6oTEe1nCz9V&indexPosition=594
Toyota,C-HR,3150000.0,Mombasa,Mombasa CBD,2018.0,,Automatic,Black,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-c-hr-2018-black-nxZQ93ZP9OeBMgjVp6Y4gG7T.html?page=30&pos=20&cur_pos=20&ads_per_page=20&ads_count=30230&lid=4umFQ6oTEe1nCz9V&indexPosition=598
BMW,X1,3150000.0,Mombasa,Mombasa CBD,2018.0,78614.0,Automatic,Black,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/bmw-x1-2018-black-oOa96KYlHk6LHuN6ScpWWiAw.html?page=31&pos=3&cur_pos=3&ads_per_page=20&ads_count=30230&lid=4umFQ6oTEe1nCz9V&indexPosition=601
Toyota,Hilux,3150000.0,Nairobi,Nairobi Central,2020.0,104212.0,Automatic,White,Local Used,https://jiji.co.ke/nairobi-central/cars/toyota-hilux-2020-white-BEFI9FIWWcRREK9dj8Cc4iu5.html?page=31&pos=6&cur_pos=6&ads_per_page=20&ads_count=30230&lid=4umFQ6oTEe1nCz9V&indexPosition=604
Suzuki,Sierra,3150000.0,Mombasa,Mombasa CBD,2020.0,,Automatic,Green,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/suzuki-sierra-2020-green-s9SwQ8RbfmZ15y5J0eejfG96.html?page=31&pos=9&cur_pos=9&ads_per_page=20&ads_count=30230&lid=4umFQ6oTEe1nCz9V&indexPosition=607
Mazda,CX-5,3150000.0,Nairobi,Kilimani,2017.0,,Automatic,Gray,Foreign Used,https://jiji.co.ke/kilimani/cars/mazda-cx-5-2017-gray-wLjTrz9smMVts3W3oJgJeiUt.html?page=31&pos=12&cur_pos=12&ads_per_page=20&ads_count=30230&lid=4umFQ6oTEe1nCz9V&indexPosition=610
Mazda,CX-5,3150000.0,Mombasa,Mombasa CBD,2017.0,145000.0,Automatic,,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/mazda-cx-5-2-2-diesel-awd-2017-gray-7wWijXl5p08xAZLw19zTHPQt.html?page=31&pos=15&cur_pos=15&ads_per_page=20&ads_count=30230&lid=4umFQ6oTEe1nCz9V&indexPosition=613
Subaru,WRX,3150000.0,Mombasa,Mombasa CBD,2017.0,74000.0,Automatic,Silver,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/subaru-wrx-premium-2017-silver-6ELoOJEFPFJgHs21h4AMgLtX.html?page=31&pos=18&cur_pos=18&ads_per_page=20&ads_count=30230&lid=4umFQ6oTEe1nCz9V&indexPosition=616
Audi,A5,3150000.0,Mombasa,Mombasa CBD,2018.0,65000.0,Automatic,Purple,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/audi-a5-2018-purple-kkBpCyFF3c64JpBlos6qBupu.html?page=32&pos=1&cur_pos=1&ads_per_page=20&ads_count=30230&lid=4umFQ6oTEe1nCz9V&indexPosition=619
Toyota,RAV4,3150000.0,Mombasa,Mombasa CBD,2014.0,89000.0,Automatic,Other,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-rav4-2014-a7aWxgkQ1fSY0op4yBG49NSw.html?page=32&pos=4&cur_pos=4&ads_per_page=20&ads_count=30230&lid=4umFQ6oTEe1nCz9V&indexPosition=622
Toyota,C-HR,3150000.0,Nairobi,Kileleshwa,2017.0,64900.0,Automatic,Brown,Foreign Used,https://jiji.co.ke/kileleshwa/cars/toyota-c-hr-2017-brown-BfZMnKvNmiquuEzrNITUtYx.html?page=32&pos=7&cur_pos=7&ads_per_page=20&ads_count=30230&lid=4umFQ6oTEe1nCz9V&indexPosition=625
Mazda,CX-5,3150000.0,Nairobi,Ridgeways,2017.0,157000.0,Automatic,,Foreign Used,https://jiji.co.ke/ridgeways/cars/mazda-cx-5-grand-select-awd-2017-gray-ugyaVIdwR0cHSJbMc3BM2dkz.html?page=32&pos=10&cur_pos=10&ads_per_page=20&ads_count=30230&lid=4umFQ6oTEe1nCz9V&indexPosition=628
Toyota,Land Cruiser,3150000.0,Kiambu,Kiambu / Kiambu,2004.0,,Automatic,Gray,Local Used,https://jiji.co.ke/kiambu-kiambu/cars/toyota-land-cruiser-2004-gray-pdLEPMjTSXwwwSltR655qjMd.html?page=32&pos=13&cur_pos=13&ads_per_page=20&ads_count=30230&lid=4umFQ6oTEe1nCz9V&indexPosition=631
Toyota,Land Cruiser,3150000.0,Nairobi,Nairobi Central,2004.0,,Automatic,Teal,Local Used,https://jiji.co.ke/nairobi-central/cars/toyota-land-cruiser-2004-teal-B78iInnygWON0hMdbNd8fOxG.html?page=32&pos=16&cur_pos=16&ads_per_page=20&ads_count=30230&lid=4umFQ6oTEe1nCz9V&indexPosition=634
Mercedes-Benz,E350,3150000.0,Nairobi,Kilimani,2013.0,,Automatic,,Local Used,https://jiji.co.ke/kilimani/cars/mercedes-benz-e350-2013-black-zdqT2lBvnNCIWCewA6wYRSH9.html?page=32&pos=19&cur_pos=19&ads_per_page=20&ads_count=30230&lid=4umFQ6oTEe1nCz9V&indexPosition=637
Isuzu,D-MAX,3150000.0,Nairobi,Kasarani,2023.0,24000.0,Manual,Gray,Local Used,https://jiji.co.ke/kasarani/cars/isuzu-d-max-2023-gray-cGkVa9IvyWhfV402OV0FElJa.html?page=33&pos=2&cur_pos=2&ads_per_page=20&ads_count=30230&lid=4umFQ6oTEe1nCz9V&indexPosition=640
BMW,X3,3150000.0,Nairobi,Nairobi Central,2016.0,,Automatic,White,Local Used,https://jiji.co.ke/nairobi-central/cars/bmw-x3-2016-white-xhGbbxRCs2Euu7bdBuv86AND.html?page=33&pos=5&cur_pos=5&ads_per_page=20&ads_count=30230&lid=4umFQ6oTEe1nCz9V&indexPosition=643
Mazda,CX-8,3150000.0,Nairobi,Kilimani,2018.0,133000.0,Automatic,White,Foreign Used,https://jiji.co.ke/kilimani/cars/mazda-cx-8-2018-white-s3srikRu28BR39kEe4vLgXcB.html?page=33&pos=8&cur_pos=8&ads_per_page=20&ads_count=30230&lid=4umFQ6oTEe1nCz9V&indexPosition=646
Toyota,Harrier,3150000.0,Nairobi,Kilimani,2016.0,98000.0,Automatic,,Local Used,https://jiji.co.ke/kilimani/cars/toyota-harrier-2-0-2016-black-7vGPogIHCL6iqGpPIsypg6Y3.html?page=33&pos=11&cur_pos=11&ads_per_page=20&ads_count=30230&lid=4umFQ6oTEe1nCz9V&indexPosition=649
Toyota,Land Cruiser,3150000.0,Nairobi,Nairobi Central,2003.0,148362.0,Automatic,,Local Used,https://jiji.co.ke/nairobi-central/cars/toyota-land-cruiser-hdj-100-2003-gray-i6iK3lqetjMkTf2aEzf27j83.html?page=33&pos=14&cur_pos=14&ads_per_page=20&ads_count=30230&lid=4umFQ6oTEe1nCz9V&indexPosition=652
Mitsubishi,Outlander,3150000.0,Nairobi,Kileleshwa,2016.0,70000.0,Automatic,White,Foreign Used,https://jiji.co.ke/kileleshwa/cars/mitsubishi-outlander-2016-white-hNGfoO0m1mPNXqcQXz8CVKWm.html?page=33&pos=17&cur_pos=17&ads_per_page=20&ads_count=30230&lid=4umFQ6oTEe1nCz9V&indexPosition=655
Mitsubishi,Pajero,3150000.0,Nairobi,Upperhill,2012.0,,Automatic,Black,Local Used,https://jiji.co.ke/upperhill/cars/mitsubishi-pajero-2012-black-tu06Op2V92IdIZ6ORNesnPTc.html?page=33&pos=19&cur_pos=19&ads_per_page=20&ads_count=30230&lid=4umFQ6oTEe1nCz9V&indexPosition=657
Mazda,CX-5,3150000.0,Mombasa,Mombasa CBD,2018.0,,Automatic,,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/mazda-cx-5-2-2-diesel-fwd-2018-blue-dcJiOJOs3oM9gvIQfaJuvZDv.html?page=34&pos=2&cur_pos=2&ads_per_page=20&ads_count=30230&lid=4umFQ6oTEe1nCz9V&indexPosition=660
Mitsubishi,Outlander,3150000.0,Kajiado,Ngong,2018.0,32000.0,Automatic,Silver,Foreign Used,https://jiji.co.ke/ngong/cars/mitsubishi-outlander-2018-silver-1c0b56cpHLVnXD8B7aOsbQZL.html?page=34&pos=5&cur_pos=5&ads_per_page=20&ads_count=30230&lid=4umFQ6oTEe1nCz9V&indexPosition=663
Audi,Q3,3150000.0,Mombasa,Mombasa CBD,2016.0,,Automatic,,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/audi-q3-1-4-tfsi-150hp-2016-white-yX6Etylf2lbmeaIKeQUyuccn.html?page=34&pos=8&cur_pos=8&ads_per_page=20&ads_count=30230&lid=4umFQ6oTEe1nCz9V&indexPosition=666
Honda,CR-V,3150000.0,Mombasa,Mombasa CBD,2017.0,,Automatic,,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/honda-cr-v-2017-black-5nL8MHNwVy9UpDorhet57amI.html?page=34&pos=11&cur_pos=11&ads_per_page=20&ads_count=30230&lid=4umFQ6oTEe1nCz9V&indexPosition=669
Toyota,Land Cruiser Prado,3150000.0,Nairobi,Upperhill,2010.0,,Automatic,,Local Used,https://jiji.co.ke/upperhill/cars/toyota-land-cruiser-prado-3-0-td-2010-white-g6BvZ9yPB7w5BhKeFQCYO0s7.html?page=34&pos=14&cur_pos=14&ads_per_page=20&ads_count=30230&lid=4umFQ6oTEe1nCz9V&indexPosition=672
Toyota,Land Cruiser Prado,3150000.0,Nairobi,Kahawa,2013.0,,Automatic,,Local Used,https://jiji.co.ke/kahawa/cars/toyota-land-cruiser-prado-2-7-i-2013-black-a4kwCbc6c3hFXfcupcDXmcFx.html?page=34&pos=17&cur_pos=17&ads_per_page=20&ads_count=30230&lid=4umFQ6oTEe1nCz9V&indexPosition=675
Mazda,CX-5,3140000.0,Mombasa,Mombasa CBD,2017.0,,Automatic,,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/mazda-cx-5-2-2-diesel-fwd-2017-matt-black-iECY8eP2NVOaVAQYWdkNqKSu.html?page=34&pos=20&cur_pos=20&ads_per_page=20&ads_count=30230&lid=4umFQ6oTEe1nCz9V&indexPosition=678
Mazda,CX-5,3130000.0,Mombasa,Mombasa CBD,2018.0,,Automatic,,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/mazda-cx-5-grand-touring-fwd-2018-silver-3EeNXwJ0J4X3LOe1tO43jo3y.html?page=35&pos=3&cur_pos=3&ads_per_page=20&ads_count=30230&lid=4umFQ6oTEe1nCz9V&indexPosition=681
Audi,A4,3120000.0,Nairobi,Ridgeways,2016.0,85000.0,Automatic,,Foreign Used,https://jiji.co.ke/ridgeways/cars/audi-a4-2016-white-aXzjqwNynk39KlSPPQZfsATs.html?page=35&pos=6&cur_pos=6&ads_per_page=20&ads_count=30230&lid=4umFQ6oTEe1nCz9V&indexPosition=684
Land Rover,Discovery,3120000.0,Nairobi,Nairobi Central,2010.0,,Automatic,Gold,Local Used,https://jiji.co.ke/nairobi-central/cars/land-rover-discovery-2010-gold-10trZ8F4ufuOQV48HHTlImuW.html?page=35&pos=8&cur_pos=8&ads_per_page=20&ads_count=30230&lid=4umFQ6oTEe1nCz9V&indexPosition=686
BMW,X1,3100000.0,Nairobi,Ridgeways,2017.0,,Automatic,Gray,Foreign Used,https://jiji.co.ke/ridgeways/cars/bmw-x1-2017-gray-wns091hel1wZ9fAXRwZBw4Ge.html?page=35&pos=12&cur_pos=12&ads_per_page=20&ads_count=30230&lid=4umFQ6oTEe1nCz9V&indexPosition=690
Subaru,Outback,3100000.0,Nairobi,Parklands/Highridge,2017.0,103000.0,CVT,,Foreign Used,https://jiji.co.ke/parklands-highridge/cars/subaru-outback-2-5i-premium-awd-2017-blue-BFJYmZ6ZKnisgWp8bGJcA7An.html?page=35&pos=15&cur_pos=15&ads_per_page=20&ads_count=30230&lid=4umFQ6oTEe1nCz9V&indexPosition=693
Mitsubishi,Outlander,3100000.0,Nairobi,Nairobi West,2015.0,78000.0,Automatic,,Foreign Used,https://jiji.co.ke/nairobi-west/cars/mitsubishi-outlander-2015-black-oGKATPOMSV2EEI1DHjySCTmQ.html?page=35&pos=18&cur_pos=18&ads_per_page=20&ads_count=30230&lid=4umFQ6oTEe1nCz9V&indexPosition=696
Toyota,Harrier,3100000.0,Mombasa,Mombasa CBD,2017.0,,Automatic,White,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-harrier-2017-white-fbJk3P2X3be2dRbMrSNB4X7z.html?page=36&pos=1&cur_pos=1&ads_per_page=20&ads_count=30230&lid=4umFQ6oTEe1nCz9V&indexPosition=699
Mitsubishi,Outlander,3100000.0,Nairobi,Kilimani,2018.0,71000.0,Automatic,,Foreign Used,https://jiji.co.ke/kilimani/cars/mitsubishi-outlander-se-fwd-2018-black-m7DVAkVKuD5ckCFRu2kdG8Ma.html?page=36&pos=3&cur_pos=3&ads_per_page=20&ads_count=30230&lid=4umFQ6oTEe1nCz9V&indexPosition=701
Subaru,Forester,3100000.0,Mombasa,Mombasa CBD,2015.0,64000.0,Automatic,,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/subaru-forester-2015-black-3JHPJsuJLegw0zovz7y9Mxr0.html?page=36&pos=6&cur_pos=6&ads_per_page=20&ads_count=30230&lid=4umFQ6oTEe1nCz9V&indexPosition=704
Mazda,CX-5,3100000.0,Mombasa,Mombasa CBD,2017.0,87532.0,Automatic,Red,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/mazda-cx-5-2017-red-4UOwEaPAqCXpVnNGRK8jkNbn.html?page=36&pos=11&cur_pos=11&ads_per_page=20&ads_count=30230&lid=4umFQ6oTEe1nCz9V&indexPosition=709
Toyota,Hilux,3100000.0,Mombasa,Mombasa CBD,2018.0,89366.0,Manual,Gray,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-hilux-2018-gray-5YdJJVMWk2WtIEcBBxuHDYDQ.html?page=36&pos=14&cur_pos=14&ads_per_page=20&ads_count=30230&lid=4umFQ6oTEe1nCz9V&indexPosition=712
Mitsubishi,Outlander,3100000.0,Mombasa,Mombasa CBD,2017.0,75421.0,Automatic,White,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/mitsubishi-outlander-2017-white-xk7GGFc30LP0rBmXTqutqteR.html?page=36&pos=16&cur_pos=16&ads_per_page=20&ads_count=30230&lid=4umFQ6oTEe1nCz9V&indexPosition=714
Toyota,Land Cruiser,3100000.0,Nairobi,Ridgeways,2006.0,98000.0,Automatic,White,Local Used,https://jiji.co.ke/ridgeways/cars/toyota-land-cruiser-2006-white-8xok9KPTCdhxMAkiKOFuMshs.html?page=36&pos=20&cur_pos=20&ads_per_page=20&ads_count=30230&lid=4umFQ6oTEe1nCz9V&indexPosition=718
Volkswagen,Golf Variant,3100000.0,Mombasa,Ganjoni,2016.0,113000.0,Automatic,White,Foreign Used,https://jiji.co.ke/ganjoni/cars/volkswagen-golf-variant-2016-white-2YqE4GFWrzQm0euQ13WZCibs.html?page=37&pos=3&cur_pos=3&ads_per_page=20&ads_count=30230&lid=4umFQ6oTEe1nCz9V&indexPosition=721
Mitsubishi,Outlander,3100000.0,Mombasa,Mombasa CBD,2017.0,121902.0,Automatic,,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/mitsubishi-outlander-es-fwd-2017-white-szoqJ6VXf1ahbUnjjbZwXHRl.html?page=37&pos=6&cur_pos=6&ads_per_page=20&ads_count=30230&lid=4umFQ6oTEe1nCz9V&indexPosition=724
Mazda,CX-5,3100000.0,Mombasa,Mombasa CBD,2018.0,,Automatic,Red,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/mazda-cx-5-2018-red-eKC2wLfxSiAYmQQW1BuXIohD.html?page=37&pos=9&cur_pos=9&ads_per_page=20&ads_count=30230&lid=4umFQ6oTEe1nCz9V&indexPosition=727
Mitsubishi,Outlander,3100000.0,Mombasa,Mombasa CBD,2017.0,80000.0,Automatic,Blue,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/mitsubishi-outlander-2017-blue-kcJW8OVARDHvbAIaCJKp9oQc.html?page=37&pos=12&cur_pos=12&ads_per_page=20&ads_count=30230&lid=4umFQ6oTEe1nCz9V&indexPosition=730
Mazda,CX-5,3100000.0,Nairobi,Ridgeways,2017.0,86000.0,Automatic,Black,Foreign Used,https://jiji.co.ke/ridgeways/cars/mazda-cx-5-2017-black-z7cM1uw0wQmWe210DNCZEr9T.html?page=37&pos=15&cur_pos=15&ads_per_page=20&ads_count=30230&lid=4umFQ6oTEe1nCz9V&indexPosition=733
Mazda,CX-5,3100000.0,Mombasa,Mombasa CBD,2018.0,45820.0,Automatic,White,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/mazda-cx-5-2018-white-saIvNRVIUDcC0je16dSfcvdK.html?page=37&pos=17&cur_pos=17&ads_per_page=20&ads_count=30230&lid=4umFQ6oTEe1nCz9V&indexPosition=735
Mitsubishi,Outlander,3100000.0,Mombasa,Mombasa CBD,2015.0,72000.0,Automatic,,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/mitsubishi-outlander-2015-brown-4VhzCC4TckgJQjgL71EDEscJ.html?page=37&pos=20&cur_pos=20&ads_per_page=20&ads_count=30230&lid=4umFQ6oTEe1nCz9V&indexPosition=738
Mitsubishi,Outlander,3100000.0,Mombasa,Tudor,2017.0,59384.0,Automatic,Gray,Foreign Used,https://jiji.co.ke/tudor/cars/mitsubishi-outlander-2017-gray-sstXRGgCRSx8zWW2DtiAZ1fh.html?page=38&pos=3&cur_pos=3&ads_per_page=20&ads_count=30230&lid=4umFQ6oTEe1nCz9V&indexPosition=741
Audi,A4,3100000.0,Mombasa,Mombasa CBD,2017.0,,Automatic,,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/audi-a4-2-0t-premium-awd-quattro-2017-white-dE5B3xzZls3cS1EMnVCv3gDx.html?page=38&pos=5&cur_pos=5&ads_per_page=20&ads_count=30230&lid=4umFQ6oTEe1nCz9V&indexPosition=743
Mitsubishi,Outlander,3100000.0,Mombasa,Mombasa CBD,2015.0,65000.0,Automatic,Purple,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/mitsubishi-outlander-2015-purple-klHHyz1HQOXqSoeF6jNsTmGu.html?page=38&pos=8&cur_pos=8&ads_per_page=20&ads_count=30230&lid=4umFQ6oTEe1nCz9V&indexPosition=746
Audi,Q5,3100000.0,Mombasa,Mombasa CBD,2017.0,35000.0,Automatic,Silver,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/audi-q5-2017-silver-6nz0emkGZ5NW28rfhaL9k5N9.html?page=38&pos=11&cur_pos=11&ads_per_page=20&ads_count=30230&lid=4umFQ6oTEe1nCz9V&indexPosition=749
