make,model,price,city,state,year,mileage,transmission,color,previous_ownership,url
Subaru,Forester,3200000.0,Mombasa,Mombasa CBD,2016.0,52000.0,Automatic,Red,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/subaru-forester-2016-red-zoQq7FGMuskJ9Ejch1RqGb0k.html?page=15&pos=2&cur_pos=2&ads_per_page=20&ads_count=30233&lid=4umFQ6oTEe1nCz9V&indexPosition=281
Toyota,Crown,3200000.0,Mombasa,Mombasa CBD,2017.0,115206.0,Automatic,Pearl,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-crown-2017-pearl-xjrV4ebsAWfKHpZh7RQpf3ja.html?page=15&pos=5&cur_pos=5&ads_per_page=20&ads_count=30233&lid=4umFQ6oTEe1nCz9V&indexPosition=284
Audi,Q2,3200000.0,Mombasa,Mombasa CBD,2018.0,55000.0,Automatic,White,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/audi-q2-2018-white-r7tYmaLOiygyYsZw95yh0Olj.html?page=15&pos=8&cur_pos=8&ads_per_page=20&ads_count=30233&lid=4umFQ6oTEe1nCz9V&indexPosition=287
Mercedes-Benz,E220,3200000.0,Nairobi,Westlands,2015.0,180000.0,Automatic,Gray,Local Used,https://jiji.co.ke/westlands/cars/mercedes-benz-e220-2015-gray-5J7nDAOp8k8o2l2x4fjSODK1.html?page=15&pos=11&cur_pos=11&ads_per_page=20&ads_count=30233&lid=4umFQ6oTEe1nCz9V&indexPosition=290
Subaru,Impreza,3200000.0,Nairobi,1 hour ago,2016.0,,Automatic,Blue,Foreign Used,https://jiji.co.ke/nairobi/cars/subaru-impreza-2016-blue-1J001zrdwUwmk1l28B81YFV7.html?page=15&pos=14&cur_pos=14&ads_per_page=20&ads_count=30233&lid=4umFQ6oTEe1nCz9V&indexPosition=293
Toyota,Land Cruiser Prado,3200000.0,Mombasa,Mombasa CBD,2010.0,,Automatic,,Local Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-land-cruiser-prado-2-7-i-2010-black-km1nKGLK58bFBEKQj5ZTG8OY.html?page=15&pos=17&cur_pos=17&ads_per_page=20&ads_count=30233&lid=4umFQ6oTEe1nCz9V&indexPosition=296
BMW,520i,3200000.0,Mombasa,Mombasa CBD,2018.0,56000.0,Automatic,Black,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/bmw-520i-2018-black-z0vL6cCmIMBXBo2pxmKyNRdj.html?page=15&pos=20&cur_pos=20&ads_per_page=20&ads_count=30233&lid=4umFQ6oTEe1nCz9V&indexPosition=299
Mercedes-Benz,C200,3200000.0,Mombasa,Mombasa CBD,2016.0,50000.0,Automatic,White,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/mercedes-benz-c200-2016-white-6DIKbW8VPET9FCjvLui9ypJm.html?page=16&pos=3&cur_pos=3&ads_per_page=19&ads_count=30233&lid=4umFQ6oTEe1nCz9V&indexPosition=302
Toyota,Land Cruiser Prado,3200000.0,Nairobi,Ngara,2014.0,120888.0,Automatic,White,Local Used,https://jiji.co.ke/ngara/cars/toyota-land-cruiser-prado-2014-white-dpCPZEBTQ7gDXOAyOYFbRcPZ.html?page=16&pos=6&cur_pos=6&ads_per_page=19&ads_count=30233&lid=4umFQ6oTEe1nCz9V&indexPosition=305
Mazda,CX-5,3200000.0,Mombasa,Mombasa CBD,2017.0,,Automatic,,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/mazda-cx-5-grand-touring-awd-2017-blue-w2bPwHNVIXcTxeqOYCLb9uY9.html?page=16&pos=8&cur_pos=8&ads_per_page=19&ads_count=30233&lid=4umFQ6oTEe1nCz9V&indexPosition=307
Toyota,Land Cruiser Prado,3200000.0,Nairobi,Muthaiga,2012.0,145981.0,Automatic,Black,Local Used,https://jiji.co.ke/muthaiga/cars/toyota-land-cruiser-prado-2012-black-q0E9WVX7JfHfpRMSDw1O3H3S.html?page=16&pos=11&cur_pos=11&ads_per_page=19&ads_count=30233&lid=4umFQ6oTEe1nCz9V&indexPosition=310
BMW,320i,3200000.0,Mombasa,Mombasa CBD,2016.0,68000.0,Automatic,White,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/bmw-320i-2016-white-mBjV51yAqUKT1iJ4EHr3QCmE.html?page=16&pos=14&cur_pos=14&ads_per_page=19&ads_count=30233&lid=4umFQ6oTEe1nCz9V&indexPosition=313
Toyota,Harrier,3200000.0,Nairobi,Runda,2018.0,79000.0,Automatic,,Foreign Used,https://jiji.co.ke/karura/cars/toyota-harrier-2-0-4wd-2018-white-iu7td7mp94hHORacIv1IGOLr.html?page=16&pos=17&cur_pos=17&ads_per_page=19&ads_count=30233&lid=4umFQ6oTEe1nCz9V&indexPosition=316
Subaru,Forester,3200000.0,Mombasa,Mombasa CBD,2017.0,64000.0,Automatic,Black,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/subaru-forester-2017-black-9DUe9iIQOp9SQtmf9ig5GB8.html?page=17&pos=1&cur_pos=1&ads_per_page=20&ads_count=30233&lid=4umFQ6oTEe1nCz9V&indexPosition=319
Toyota,Dyna,3200000.0,Mombasa,Mombasa CBD,2018.0,,Manual,White,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-dyna-2018-white-wavwz4EcxsibGTKytwMlWuyz.html?page=17&pos=5&cur_pos=5&ads_per_page=20&ads_count=30233&lid=4umFQ6oTEe1nCz9V&indexPosition=323
Mazda,CX-5,3200000.0,Nairobi,Kilimani,2018.0,47437.0,Automatic,,Foreign Used,https://jiji.co.ke/kilimani/cars/mazda-cx-5-2-2-diesel-awd-2018-black-rPBalpAfZG1uIqTn6339534v.html?page=17&pos=8&cur_pos=8&ads_per_page=20&ads_count=30233&lid=4umFQ6oTEe1nCz9V&indexPosition=326
Toyota,Harrier,3200000.0,Nairobi,Ridgeways,2018.0,,Automatic,White,Local Used,https://jiji.co.ke/ridgeways/cars/toyota-harrier-2018-white-g5G1Ngb5Lt4nV9DWynGpTfJu.html?page=17&pos=11&cur_pos=11&ads_per_page=20&ads_count=30233&lid=4umFQ6oTEe1nCz9V&indexPosition=329
Toyota,Harrier,3200000.0,Mombasa,Mvita,2018.0,35432.0,Automatic,Black,Foreign Used,https://jiji.co.ke/mvita/cars/toyota-harrier-2018-black-nhu4cYhAYUyJyIj3YVNPdtzs.html?page=17&pos=14&cur_pos=14&ads_per_page=20&ads_count=30233&lid=4umFQ6oTEe1nCz9V&indexPosition=332
Isuzu,D-MAX,3200000.0,Nairobi,Nairobi Central,2024.0,,Manual,White,Local Used,https://jiji.co.ke/nairobi-central/cars/isuzu-d-max-2024-white-2x0k2T54JGBzNFBNvqIu6CZS.html?page=17&pos=17&cur_pos=17&ads_per_page=20&ads_count=30233&lid=4umFQ6oTEe1nCz9V&indexPosition=335
Mercedes-Benz,200E,3200000.0,Nairobi,Nairobi Central,2016.0,,Automatic,White,Local Used,https://jiji.co.ke/nairobi-central/cars/mercedes-benz-200e-2016-white-dqwMK9ePnNLUZlUndxZcNGFF.html?page=17&pos=20&cur_pos=20&ads_per_page=20&ads_count=30233&lid=4umFQ6oTEe1nCz9V&indexPosition=338
Honda,CR-V,3200000.0,Mombasa,Mombasa CBD,2015.0,,Automatic,,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/honda-cr-v-2015-black-gbsZ65GQZpaoPZz8nJwNtioY.html?page=18&pos=2&cur_pos=2&ads_per_page=20&ads_count=30233&lid=4umFQ6oTEe1nCz9V&indexPosition=340
Toyota,Hilux,3200000.0,Nairobi,Nairobi Central,2014.0,,Automatic,Black,Local Used,https://jiji.co.ke/nairobi-central/cars/toyota-hilux-2014-black-dYvq4SunR6DdEJwTQgpEf43V.html?page=18&pos=5&cur_pos=5&ads_per_page=20&ads_count=30233&lid=4umFQ6oTEe1nCz9V&indexPosition=343
Lexus,LS,3200000.0,Mombasa,Mombasa CBD,2016.0,56000.0,Automatic,Black,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/lexus-ls-2016-black-AQ6rSbDgUdWjIxE0I3qEfL0h.html?page=18&pos=8&cur_pos=8&ads_per_page=20&ads_count=30233&lid=4umFQ6oTEe1nCz9V&indexPosition=346
Honda,Accord,3200000.0,Mombasa,Mombasa CBD,2020.0,114692.0,Automatic,,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/honda-accord-touring-2-0t-2020-white-rAlyAdzNg6LMP8MOh7eYvfDw.html?page=18&pos=12&cur_pos=12&ads_per_page=20&ads_count=30233&lid=4umFQ6oTEe1nCz9V&indexPosition=350
Mazda,CX-5,3200000.0,Mombasa,Mombasa CBD,2018.0,75000.0,Automatic,,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/mazda-cx-5-2-2-diesel-fwd-2018-pearl-yCVunHxdoPazf99fwIxar8Mv.html?page=18&pos=14&cur_pos=14&ads_per_page=20&ads_count=30233&lid=4umFQ6oTEe1nCz9V&indexPosition=352
Toyota,Hilux,3200000.0,Mombasa,Mombasa CBD,2018.0,68540.0,Automatic,Black,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-hilux-2018-black-oQCJl7cos56oM1hGDVCeTpyL.html?page=18&pos=18&cur_pos=18&ads_per_page=20&ads_count=30233&lid=4umFQ6oTEe1nCz9V&indexPosition=356
Toyota,Hilux,3200000.0,Nairobi,Kilimani,2015.0,102580.0,Automatic,White,Local Used,https://jiji.co.ke/kilimani/cars/toyota-hilux-2015-white-pu9I2wny7YPgbJ27NIXJZdin.html?page=19&pos=1&cur_pos=1&ads_per_page=20&ads_count=30233&lid=4umFQ6oTEe1nCz9V&indexPosition=359
Mercedes-Benz,E350,3200000.0,Nairobi,Ridgeways,2014.0,147000.0,Automatic,Black,Local Used,https://jiji.co.ke/ridgeways/cars/mercedes-benz-e350-2014-black-3OHZyxhucSGTOCI5DmKA5b6n.html?page=19&pos=4&cur_pos=4&ads_per_page=20&ads_count=30233&lid=4umFQ6oTEe1nCz9V&indexPosition=362
Toyota,Harrier,3200000.0,Nairobi,Nairobi Central,2018.0,,Automatic,,Foreign Used,https://jiji.co.ke/nairobi-central/cars/toyota-harrier-2-0-2018-white-1gJeXQboXzr7TWkixhIStdSO.html?page=19&pos=8&cur_pos=8&ads_per_page=20&ads_count=30233&lid=4umFQ6oTEe1nCz9V&indexPosition=366
Lexus,RX,3200000.0,Nairobi,Kasarani,2014.0,,Automatic,Black,Local Used,https://jiji.co.ke/kasarani/cars/lexus-rx-2014-black-kfUOder5vZiGpsPqTnJhRXr6.html?page=19&pos=10&cur_pos=10&ads_per_page=20&ads_count=30233&lid=4umFQ6oTEe1nCz9V&indexPosition=368
Mercedes-Benz,C200,3200000.0,Nairobi,Kileleshwa,2015.0,62000.0,Automatic,Black,Foreign Used,https://jiji.co.ke/kileleshwa/cars/mercedes-benz-c200-2015-black-fwUdtuODHPh6ycEYzoirbs5o.html?page=19&pos=13&cur_pos=13&ads_per_page=20&ads_count=30233&lid=4umFQ6oTEe1nCz9V&indexPosition=371
Toyota,Land Cruiser Prado,3200000.0,Nairobi,Parklands/Highridge,2011.0,130000.0,Automatic,Black,Local Used,https://jiji.co.ke/parklands-highridge/cars/toyota-land-cruiser-prado-2011-black-q7KMA2LZ4LTcF7ffuxtsYrgJ.html?page=19&pos=16&cur_pos=16&ads_per_page=20&ads_count=30233&lid=4umFQ6oTEe1nCz9V&indexPosition=374
Toyota,Land Cruiser Prado,3200000.0,Nairobi,Nairobi Central,2012.0,123736.0,Automatic,,Local Used,https://jiji.co.ke/nairobi-central/cars/toyota-land-cruiser-prado-2-7-i-2012-black-3nE8xxI99Vgb9FJbhe9BByJ1.html?page=19&pos=19&cur_pos=19&ads_per_page=20&ads_count=30233&lid=4umFQ6oTEe1nCz9V&indexPosition=377
Mercedes-Benz,GLC-Class,3200000.0,Mombasa,Mombasa CBD,2018.0,52333.0,Automatic,White,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/mercedes-benz-glc-class-2018-white-8HOtoPiD906a9Km17uQtrSio.html?page=20&pos=2&cur_pos=2&ads_per_page=20&ads_count=30233&lid=4umFQ6oTEe1nCz9V&indexPosition=380
Audi,A4,3200000.0,Mombasa,Mombasa CBD,2017.0,,Automatic,Other,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/audi-a4-2017-uXdAdJ5ISTpQktrdnavujZum.html?page=20&pos=5&cur_pos=5&ads_per_page=20&ads_count=30233&lid=4umFQ6oTEe1nCz9V&indexPosition=383
Mazda,CX-5,3200000.0,Mombasa,Mombasa CBD,2018.0,,Automatic,,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/mazda-cx-5-touring-awd-2018-black-rWO6yrxcXkiT1Kht2TR5cO2E.html?page=20&pos=8&cur_pos=8&ads_per_page=20&ads_count=30233&lid=4umFQ6oTEe1nCz9V&indexPosition=386
Jeep,Compass,3200000.0,Mombasa,Mombasa CBD,2017.0,,Automatic,Off white,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/jeep-compass-2017-off-white-mJas2Z6go1nwXkvuwAox9C3J.html?page=20&pos=11&cur_pos=11&ads_per_page=20&ads_count=30233&lid=4umFQ6oTEe1nCz9V&indexPosition=389
Mazda,CX-5,3200000.0,Mombasa,Mombasa CBD,2019.0,107790.0,Automatic,,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/mazda-cx-5-sport-fwd-2019-white-7wsflDwJJe6DrxftDE7bQLLC.html?page=20&pos=14&cur_pos=14&ads_per_page=20&ads_count=30233&lid=4umFQ6oTEe1nCz9V&indexPosition=392
Toyota,Crown,3200000.0,Mombasa,Mombasa CBD,2018.0,,Automatic,Black,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-crown-2018-black-hmXwhdStjfVH6kbkTjsLrRDq.html?page=20&pos=17&cur_pos=17&ads_per_page=20&ads_count=30233&lid=4umFQ6oTEe1nCz9V&indexPosition=395
Suzuki,Jimny,3200000.0,Mombasa,Mombasa CBD,2020.0,,Automatic,White,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/suzuki-jimny-2020-white-CyLTHCCIeqJx1McRw1XDxrAB.html?page=20&pos=20&cur_pos=20&ads_per_page=20&ads_count=30233&lid=4umFQ6oTEe1nCz9V&indexPosition=398
Toyota,Land Cruiser Prado,3200000.0,Kiambu,Ruaka,2009.0,153000.0,Automatic,White,Local Used,https://jiji.co.ke/ruaka-banana/cars/toyota-land-cruiser-prado-2009-white-zuRNquCuRtaJA0VN6H7fqM57.html?page=21&pos=3&cur_pos=3&ads_per_page=20&ads_count=30233&lid=4umFQ6oTEe1nCz9V&indexPosition=401
Mercedes-Benz,GLA 250,3200000.0,Mombasa,Mombasa CBD,2017.0,,Automatic,Black,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/mercedes-benz-gla-250-2017-black-r3PUbdYtXVE672Siv3sLxvdn.html?page=21&pos=6&cur_pos=6&ads_per_page=20&ads_count=30233&lid=4umFQ6oTEe1nCz9V&indexPosition=404
Mazda,CX-5,3200000.0,Nairobi,Westlands,2018.0,105000.0,Automatic,,Foreign Used,https://jiji.co.ke/westlands/cars/mazda-cx-5-2-2-diesel-awd-2018-black-6hUfOJROM97gQ0hSwk3xa11f.html?page=21&pos=9&cur_pos=9&ads_per_page=20&ads_count=30233&lid=4umFQ6oTEe1nCz9V&indexPosition=407
Audi,A5,3200000.0,Mombasa,Mombasa CBD,2015.0,76800.0,Automatic,Black,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/audi-a5-2015-black-r1NeQdBPCjSXuYD2Bhm5fK0E.html?page=21&pos=12&cur_pos=12&ads_per_page=20&ads_count=30233&lid=4umFQ6oTEe1nCz9V&indexPosition=410
Toyota,Hilux,3200000.0,Mombasa,Mombasa CBD,2017.0,55000.0,Automatic,White,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-hilux-2017-white-pzZggdaFGRfehWf9UTNEcJ0D.html?page=21&pos=16&cur_pos=16&ads_per_page=20&ads_count=30233&lid=4umFQ6oTEe1nCz9V&indexPosition=414
Toyota,Crown,3200000.0,Mombasa,Mombasa CBD,2017.0,56320.0,Automatic,Black,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-crown-2017-black-3xq3AKtEfpBD19rZA1yA0T7O.html?page=21&pos=18&cur_pos=18&ads_per_page=20&ads_count=30233&lid=4umFQ6oTEe1nCz9V&indexPosition=416
Mercedes-Benz,GLA-Class,3200000.0,Mombasa,Mombasa CBD,2016.0,76200.0,Automatic,,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/mercedes-benz-gla-class-2016-blue-kfVcGeDrc1kF9tyBFnTAwagY.html?page=22&pos=2&cur_pos=2&ads_per_page=20&ads_count=30233&lid=4umFQ6oTEe1nCz9V&indexPosition=420
BMW,523i,3200000.0,Mombasa,Mombasa CBD,2017.0,62000.0,Automatic,Black,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/bmw-523i-2017-black-wpwBd5y2zLNBoHvDcyqmiTYo.html?page=22&pos=5&cur_pos=5&ads_per_page=20&ads_count=30233&lid=4umFQ6oTEe1nCz9V&indexPosition=423
Audi,Q3,3200000.0,Mombasa,Mombasa CBD,2016.0,74000.0,Automatic,Silver,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/audi-q3-2016-silver-jMtTscIe0lQU8rjdnK9nmPSF.html?page=22&pos=8&cur_pos=8&ads_per_page=20&ads_count=30233&lid=4umFQ6oTEe1nCz9V&indexPosition=426
Subaru,Outback,3200000.0,Mombasa,Mombasa CBD,2018.0,45345.0,Automatic,Gray,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/subaru-outback-2018-gray-iOjUpmBv86bRbh8nuD8VhzXn.html?page=22&pos=11&cur_pos=11&ads_per_page=20&ads_count=30233&lid=4umFQ6oTEe1nCz9V&indexPosition=429
Mercedes-Benz,C180,3200000.0,Mombasa,Mombasa CBD,2016.0,45000.0,Automatic,Off white,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/mercedes-benz-c180-2016-off-white-fJQq63kgzVNQE3OaaeTDniXu.html?page=22&pos=14&cur_pos=14&ads_per_page=20&ads_count=30233&lid=4umFQ6oTEe1nCz9V&indexPosition=432
Toyota,Land Cruiser,3200000.0,Nairobi,South B,1998.0,,Automatic,White,Local Used,https://jiji.co.ke/south-b/cars/toyota-land-cruiser-1998-white-68ViiJxdGcflEgBv6G38ZZ1K.html?page=22&pos=16&cur_pos=16&ads_per_page=20&ads_count=30233&lid=4umFQ6oTEe1nCz9V&indexPosition=434
Audi,A4,3200000.0,Mombasa,Mombasa CBD,2018.0,45678.0,Automatic,Blue,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/audi-a4-2018-blue-u4Ue9z92HwilhivXZeceJgnZ.html?page=22&pos=19&cur_pos=19&ads_per_page=20&ads_count=30233&lid=4umFQ6oTEe1nCz9V&indexPosition=437
Toyota,Hilux,3200000.0,Nairobi,Nairobi Central,2014.0,125116.0,Automatic,Matt Black,Local Used,https://jiji.co.ke/nairobi-central/cars/toyota-hilux-sr5-black-4x4-2014-matt-black-s84wnLkkCrlJS34Rc0jXVKKE.html?page=23&pos=2&cur_pos=2&ads_per_page=20&ads_count=30233&lid=4umFQ6oTEe1nCz9V&indexPosition=440
BMW,5 Series,3200000.0,Mombasa,Mombasa CBD,2018.0,55444.0,CVT,White,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/bmw-5-series-2018-white-3cFqK5UeUWI0E3YRO7sYfx0O.html?page=23&pos=5&cur_pos=5&ads_per_page=20&ads_count=30233&lid=4umFQ6oTEe1nCz9V&indexPosition=443
BMW,X1,3200000.0,Mombasa,Mombasa CBD,2018.0,54545.0,Automatic,Black,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/bmw-x1-2018-black-1hWQtY1dHQ9qnqICPttPnJlG.html?page=23&pos=7&cur_pos=7&ads_per_page=20&ads_count=30233&lid=4umFQ6oTEe1nCz9V&indexPosition=445
Toyota,Hilux,3200000.0,Nairobi,Kilimani,2016.0,109000.0,Manual,White,Local Used,https://jiji.co.ke/kilimani/cars/toyota-hilux-2016-white-pluJkpZBZEx081mxkkG0q3Bs.html?page=23&pos=11&cur_pos=11&ads_per_page=20&ads_count=30233&lid=4umFQ6oTEe1nCz9V&indexPosition=449
Mazda,CX-5,3199999.0,Nairobi,Ridgeways,2017.0,123000.0,Automatic,,Foreign Used,https://jiji.co.ke/ridgeways/cars/mazda-cx-5-2-2-diesel-awd-2017-pearl-radYE5CK57aXwo1UNIopfJou.html?page=23&pos=14&cur_pos=14&ads_per_page=20&ads_count=30233&lid=4umFQ6oTEe1nCz9V&indexPosition=452
Audi,Q3,3199999.0,Mombasa,Mombasa CBD,2017.0,,Automatic,Pearl,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/audi-q3-2017-pearl-wrkNmprrZcOafmqEBXIe0bA2.html?page=23&pos=17&cur_pos=17&ads_per_page=20&ads_count=30233&lid=4umFQ6oTEe1nCz9V&indexPosition=455
Audi,A4,3199999.0,Mombasa,Mombasa CBD,2017.0,109896.0,Automatic,,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/audi-a4-2-0t-ultra-premium-fwd-2017-pearl-39K80bp4ghAF3iu4UHmLJPRT.html?page=23&pos=20&cur_pos=20&ads_per_page=20&ads_count=30233&lid=4umFQ6oTEe1nCz9V&indexPosition=458
Mazda,CX-5,3199999.0,Nairobi,Parklands/Highridge,2018.0,50000.0,Automatic,Red,Foreign Used,https://jiji.co.ke/parklands-highridge/cars/mazda-cx-5-2018-red-czJoe1IiKaBwsLZU6RN8tTp9.html?page=24&pos=3&cur_pos=3&ads_per_page=20&ads_count=30233&lid=4umFQ6oTEe1nCz9V&indexPosition=461
Mazda,CX-5,3199999.0,Nairobi,Parklands/Highridge,2018.0,110000.0,Automatic,,Foreign Used,https://jiji.co.ke/parklands-highridge/cars/mazda-cx-5-2-2-diesel-awd-2018-black-axA7kQbhakktKoSy070sxlSE.html?page=24&pos=6&cur_pos=6&ads_per_page=20&ads_count=30233&lid=4umFQ6oTEe1nCz9V&indexPosition=464
BMW,X1,3199999.0,Nairobi,Kilimani,2017.0,65000.0,Automatic,,Foreign Used,https://jiji.co.ke/kilimani/cars/bmw-x1-sdrive28i-fwd-2017-white-whINybn27zYNBJJwjrBIhE5D.html?page=24&pos=10&cur_pos=10&ads_per_page=20&ads_count=30233&lid=4umFQ6oTEe1nCz9V&indexPosition=468
Toyota,Hilux,3199999.0,Nairobi,Lavington,2018.0,75166.0,Manual,Black,Foreign Used,https://jiji.co.ke/lavington/cars/toyota-hilux-revo-double-cab-deisel-2-4-awd-2018-black-9TaPuknx71G1Vs2qISxYgPxK.html?page=24&pos=13&cur_pos=13&ads_per_page=20&ads_count=30233&lid=4umFQ6oTEe1nCz9V&indexPosition=471
Mitsubishi,Outlander,3199900.0,Nairobi,Nairobi Central,2018.0,62259.0,Automatic,Pearl,Foreign Used,https://jiji.co.ke/nairobi-central/cars/mitsubishi-outlander-2018-pearl-aa0oFI3Z58Ta6f3Nbd4VIHlP.html?page=24&pos=16&cur_pos=16&ads_per_page=20&ads_count=30233&lid=4umFQ6oTEe1nCz9V&indexPosition=474
Mazda,CX-5,3199000.0,Nairobi,Kilimani,2018.0,78000.0,Automatic,White,Foreign Used,https://jiji.co.ke/kilimani/cars/mazda-cx-5-2018-white-v9DIe6ELIrm0n4JgDK9CgLcK.html?page=24&pos=19&cur_pos=19&ads_per_page=20&ads_count=30233&lid=4umFQ6oTEe1nCz9V&indexPosition=477
Isuzu,D-MAX,3199000.0,Nairobi,Karen,2023.0,,Manual,Silver,Local Used,https://jiji.co.ke/karen/cars/isuzu-d-max-2023-silver-3Nh3jpsObkFSlxLIbCgq3eMi.html?page=25&pos=1&cur_pos=1&ads_per_page=20&ads_count=30233&lid=4umFQ6oTEe1nCz9V&indexPosition=479
Mitsubishi,Outlander,3199000.0,Nakuru,Nakuru Town East,2018.0,,Automatic,White,Foreign Used,https://jiji.co.ke/nakuru-east/cars/mitsubishi-outlander-2018-white-hjAbTOa63MaeULdvxh6sk27P.html?page=25&pos=4&cur_pos=4&ads_per_page=20&ads_count=30233&lid=4umFQ6oTEe1nCz9V&indexPosition=482
Mitsubishi,Outlander,3195000.0,Nairobi,Kilimani,2016.0,55000.0,Automatic,White,Foreign Used,https://jiji.co.ke/kilimani/cars/mitsubishi-outlander-2016-white-BzLNW8ePdgPrwuzXhBzkXwwI.html?page=25&pos=8&cur_pos=8&ads_per_page=20&ads_count=30233&lid=4umFQ6oTEe1nCz9V&indexPosition=486
BMW,523i,3190000.0,Mombasa,Mombasa CBD,2018.0,,Automatic,Black,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/bmw-523i-2018-black-yT0xsI0iR4gyLB1jWI4qUUSy.html?page=25&pos=11&cur_pos=11&ads_per_page=20&ads_count=30233&lid=4umFQ6oTEe1nCz9V&indexPosition=489
Mazda,CX-5,3190000.0,Nairobi,Ridgeways,2017.0,,Automatic,Gray,Foreign Used,https://jiji.co.ke/ridgeways/cars/mazda-cx-5-2017-gray-ffAtKnq7KPfbpWvUpN6IMJvg.html?page=25&pos=14&cur_pos=14&ads_per_page=20&ads_count=30233&lid=4umFQ6oTEe1nCz9V&indexPosition=492
Toyota,Hilux,3190000.0,Nairobi,Nairobi Central,2020.0,75000.0,Manual,White,Local Used,https://jiji.co.ke/nairobi-central/cars/toyota-hilux-revo-single-cab-deisel-2-4-rwd-2020-white-BR0tBZ9gCRlwhMTDvcKYwF8t.html?page=25&pos=17&cur_pos=17&ads_per_page=20&ads_count=30233&lid=4umFQ6oTEe1nCz9V&indexPosition=495
Mitsubishi,Outlander,3190000.0,Mombasa,Mombasa CBD,2019.0,,Automatic,,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/mitsubishi-outlander-2-0-phev-awd-2019-black-pPjZbit8aG7bAAFqoHkFOz5d.html?page=25&pos=20&cur_pos=20&ads_per_page=20&ads_count=30233&lid=4umFQ6oTEe1nCz9V&indexPosition=498
Volkswagen,Tiguan,3190000.0,Nairobi,Karen,2018.0,,Automatic,Blue,Local Used,https://jiji.co.ke/karen/cars/volkswagen-tiguan-2018-blue-qem8bEr0EvdTVStqL5nxWGed.html?page=26&pos=3&cur_pos=3&ads_per_page=20&ads_count=30233&lid=4umFQ6oTEe1nCz9V&indexPosition=501
Mazda,CX-5,3180000.0,Mombasa,Mombasa CBD,2017.0,60000.0,Automatic,Blue,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/mazda-cx-5-2017-blue-bjAlwaontTCLE1lVe8DXAdhd.html?page=26&pos=6&cur_pos=6&ads_per_page=20&ads_count=30233&lid=4umFQ6oTEe1nCz9V&indexPosition=504
Toyota,Harrier,3180000.0,Nairobi,Parklands/Highridge,2016.0,86000.0,Automatic,White,Foreign Used,https://jiji.co.ke/parklands-highridge/cars/toyota-harrier-2-0-2016-white-139vAFN8scbTjP8bmIPiYLBZ.html?page=26&pos=9&cur_pos=9&ads_per_page=20&ads_count=30233&lid=4umFQ6oTEe1nCz9V&indexPosition=507
BMW,X1,3180000.0,Mombasa,Mombasa CBD,2018.0,,Automatic,,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/bmw-x1-sdrive28i-fwd-2018-white-dKxfhYI05cSJDSOwCzzm1Ehq.html?page=26&pos=12&cur_pos=12&ads_per_page=20&ads_count=30233&lid=4umFQ6oTEe1nCz9V&indexPosition=510
Land Rover,Discovery,3180000.0,Nairobi,Kilimani,2011.0,,Automatic,Black,Local Used,https://jiji.co.ke/kilimani/cars/land-rover-discovery-2011-black-6vB83uMyCGNGCQ2r45xhBm6l.html?page=26&pos=15&cur_pos=15&ads_per_page=20&ads_count=30233&lid=4umFQ6oTEe1nCz9V&indexPosition=513
